24-Feb-87 09:37:46  0.51  00000000000000000000
24-Feb-87 09:39:46  0.48  0000000000000000000
24-Feb-87 09:41:46  0.50  00000000000000000000
24-Feb-87 09:43:46  0.53  000000000000000000000
24-Feb-87 09:45:46  0.97  000000000000000000000000000000000000000
24-Feb-87 09:47:46  1.29  000000000000000000000000000000000000000011111111111
24-Feb-87 09:49:45  0.98  000000000000000000000000000000000000000
24-Feb-87 09:51:45  0.80  00000000000000000000000000000000
24-Feb-87 09:53:45  0.59  000000000000000000000000
24-Feb-87 09:55:45  0.51  00000000000000000000
24-Feb-87 09:57:45  0.55  0000000000000000000000
24-Feb-87 09:59:44  0.88  00000000000000000000000000000000000
24-Feb-87 10:01:44  1.11  00000000000000000000000000000000000000001111
24-Feb-87 10:03:44  1.03  00000000000000000000000000000000000000001
24-Feb-87 10:05:44  0.82  000000000000000000000000000000000
24-Feb-87 10:07:43  0.99  000000000000000000000000000000000000000
24-Feb-87 10:09:44  1.12  000000000000000000000000000000000000000011111
24-Feb-87 10:11:44  1.05  000000000000000000000000000000000000000011
24-Feb-87 10:13:44  1.25  00000000000000000000000000000000000000001111111111
24-Feb-87 10:15:44  1.13  000000000000000000000000000000000000000011111
24-Feb-87 10:17:44  1.25  00000000000000000000000000000000000000001111111111
24-Feb-87 10:19:44  1.27  000000000000000000000000000000000000000011111111111
24-Feb-87 10:21:43  1.50  000000000000000000000000000000000000000011111111111111111111
24-Feb-87 10:23:43  1.81  000000000000000000000000000000000000000011111111111111111111111111111111
24-Feb-87 10:25:43  2.14  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222
24-Feb-87 10:27:42  1.64  000000000000000000000000000000000000000011111111111111111111111111
24-Feb-87 10:29:42  1.44  0000000000000000000000000000000000000000111111111111111111
24-Feb-87 10:31:42  2.17  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222
24-Feb-87 10:33:42  2.18  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222
24-Feb-87 10:35:42  2.37  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222222222222
24-Feb-87 10:37:42  2.12  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222
24-Feb-87 10:39:42  1.90  0000000000000000000000000000000000000000111111111111111111111111111111111111
24-Feb-87 10:41:42  1.51  000000000000000000000000000000000000000011111111111111111111
24-Feb-87 10:43:42  1.22  0000000000000000000000000000000000000000111111111
24-Feb-87 10:45:42  1.01  0000000000000000000000000000000000000000
24-Feb-87 10:47:41  0.83  000000000000000000000000000000000
24-Feb-87 10:49:41  0.85  0000000000000000000000000000000000
24-Feb-87 10:51:41  0.87  00000000000000000000000000000000000
24-Feb-87 10:53:41  0.82  000000000000000000000000000000000
24-Feb-87 10:55:41  0.70  0000000000000000000000000000
24-Feb-87 10:57:41  0.61  000000000000000000000000
24-Feb-87 10:59:41  0.55  0000000000000000000000
24-Feb-87 11:01:40  0.42  00000000000000000
24-Feb-87 11:03:40  0.41  00000000000000000
24-Feb-87 11:05:40  0.54  0000000000000000000000
24-Feb-87 11:07:40  0.57  00000000000000000000000
24-Feb-87 11:09:40  0.75  000000000000000000000000000000
24-Feb-87 11:11:39  0.99  0000000000000000000000000000000000000000
24-Feb-87 11:13:39  0.94  00000000000000000000000000000000000000
24-Feb-87 11:15:39  0.82  000000000000000000000000000000000
24-Feb-87 11:17:39  0.70  0000000000000000000000000000
24-Feb-87 11:19:39  0.76  000000000000000000000000000000
24-Feb-87 11:21:38  0.66  00000000000000000000000000
24-Feb-87 11:23:38  0.65  00000000000000000000000000
24-Feb-87 11:25:38  1.04  000000000000000000000000000000000000000011
24-Feb-87 11:27:38  1.87  000000000000000000000000000000000000000011111111111111111111111111111111111
24-Feb-87 11:29:38  1.46  0000000000000000000000000000000000000000111111111111111111
24-Feb-87 11:31:38  1.92  00000000000000000000000000000000000000001111111111111111111111111111111111111
24-Feb-87 11:33:37  1.67  0000000000000000000000000000000000000000111111111111111111111111111
24-Feb-87 11:35:37  1.77  00000000000000000000000000000000000000001111111111111111111111111111111
24-Feb-87 11:37:38  1.64  00000000000000000000000000000000000000001111111111111111111111111
24-Feb-87 11:39:38  1.52  0000000000000000000000000000000000000000111111111111111111111
24-Feb-87 11:41:41  1.28  000000000000000000000000000000000000000011111111111
24-Feb-87 11:43:40  1.15  0000000000000000000000000000000000000000111111
24-Feb-87 11:45:40  1.77  00000000000000000000000000000000000000001111111111111111111111111111111
24-Feb-87 11:47:40  2.10  000000000000000000000000000000000000000011111111111111111111111111111111111111112222
24-Feb-87 11:49:40  1.96  000000000000000000000000000000000000000011111111111111111111111111111111111111
24-Feb-87 11:51:40  1.74  0000000000000000000000000000000000000000111111111111111111111111111111
24-Feb-87 11:53:40  1.62  00000000000000000000000000000000000000001111111111111111111111111
24-Feb-87 11:55:39  1.75  0000000000000000000000000000000000000000111111111111111111111111111111
24-Feb-87 11:57:39  1.51  000000000000000000000000000000000000000011111111111111111111
24-Feb-87 11:59:39  1.39  00000000000000000000000000000000000000001111111111111111
24-Feb-87 12:01:39  1.08  0000000000000000000000000000000000000000111
24-Feb-87 12:03:38  2.50  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222222222
24-Feb-87 12:05:38  2.48  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222
24-Feb-87 12:07:38  2.69  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222
24-Feb-87 12:09:39  2.76  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222222222222222222222222222
24-Feb-87 12:11:39  2.35  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222
24-Feb-87 12:13:39  2.10  000000000000000000000000000000000000000011111111111111111111111111111111111111112222
24-Feb-87 12:15:38  1.61  0000000000000000000000000000000000000000111111111111111111111111
24-Feb-87 12:17:38  1.92  00000000000000000000000000000000000000001111111111111111111111111111111111111
24-Feb-87 12:19:38  1.81  0000000000000000000000000000000000000000111111111111111111111111111111111
24-Feb-87 12:21:38  1.63  00000000000000000000000000000000000000001111111111111111111111111
24-Feb-87 12:23:37  1.30  0000000000000000000000000000000000000000111111111111
24-Feb-87 12:25:37  1.34  000000000000000000000000000000000000000011111111111111
24-Feb-87 12:27:37  2.05  0000000000000000000000000000000000000000111111111111111111111111111111111111111122
24-Feb-87 12:29:37  2.95  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222222222222222222222222222
24-Feb-87 12:31:37  3.35  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222222222222222222222222222222222222233333333333333
24-Feb-87 12:33:37  3.54  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222222222333333333333333333333
24-Feb-87 12:35:37  4.17  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222222222222222222222222222222222222233333333333333333333333333333333333333334444444
24-Feb-87 12:37:37  5.17  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222222222333333333333333333333333333333333333333344444444444444444444444444444444444444445555555
24-Feb-87 12:39:36  5.04  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222222222222222222222222222223333333333333333333333333333333333333333444444444444444444444444444444444444444455
24-Feb-87 12:41:36  4.72  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222222222333333333333333333333333333333333333333344444444444444444444444444444
24-Feb-87 12:43:36  4.60  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222222222222222222222222222223333333333333333333333333333333333333333444444444444444444444444
24-Feb-87 12:45:35  3.54  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222222222333333333333333333333
24-Feb-87 12:47:36  3.05  00000000000000000000000000000000000000001111111111111111111111111111111111111111222222222222222222222222222222222222222233
24-Feb-87 12:49:36  2.86  0000000000000000000000000000000000000000111111111111111111111111111111111111111122222222222222222222222222222222222
24-Feb-87 12:51:36  2.86  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222
24-Feb-87 12:53:36  2.55  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222
24-Feb-87 12:55:35  2.39  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222
24-Feb-87 12:57:35  2.77  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222
24-Feb-87 12:59:35  3.46  000000000000000000000000000000000000000011111111111111111111111111111111111111112222222222222222222222222222222222222222333333333333333333
