19-Feb-87 23:37:31   0.43  000000000
19-Feb-87 23:38:30   0.46  000000000
19-Feb-87 23:39:29   0.24  00000
19-Feb-87 23:40:29   0.23  00000
19-Feb-87 23:41:28   0.38  00000000
19-Feb-87 23:42:28   0.77  000000000000000
19-Feb-87 23:43:27   0.57  00000000000
19-Feb-87 23:44:26   0.36  0000000
19-Feb-87 23:45:25   0.50  0000000000
19-Feb-87 23:46:25   0.23  00000
19-Feb-87 23:47:24   0.34  0000000
19-Feb-87 23:48:24   0.19  0000
19-Feb-87 23:49:23   0.25  00000
19-Feb-87 23:50:22   0.24  00000
19-Feb-87 23:51:22   0.20  0000
19-Feb-87 23:52:21   0.26  00000
19-Feb-87 23:53:21   0.16  000
19-Feb-87 23:54:20   0.21  0000
19-Feb-87 23:55:20   0.29  000000
19-Feb-87 23:56:19   0.41  00000000
19-Feb-87 23:57:18   0.57  00000000000
19-Feb-87 23:58:18   0.77  000000000000000
19-Feb-87 23:59:17   0.54  00000000000
20-Feb-87 00:00:16   0.42  00000000
20-Feb-87 00:01:16   0.29  000000
20-Feb-87 00:02:15   0.43  000000000
20-Feb-87 00:03:15   0.58  000000000000
20-Feb-87 00:04:14   0.55  00000000000
20-Feb-87 00:05:13   1.41  0000000000000000000011111111
20-Feb-87 00:06:13   0.98  00000000000000000000
20-Feb-87 00:07:12   1.55  0000000000000000000011111111111
20-Feb-87 00:08:12   2.48  00000000000000000000111111111111111111112222222222
20-Feb-87 00:09:11   2.66  00000000000000000000111111111111111111112222222222222
20-Feb-87 00:10:10   1.20  000000000000000000001111
20-Feb-87 00:11:10   0.85  00000000000000000
20-Feb-87 00:12:09   0.66  0000000000000
20-Feb-87 00:13:09   0.54  00000000000
20-Feb-87 00:14:08   0.61  000000000000
20-Feb-87 00:15:07   1.25  0000000000000000000011111
20-Feb-87 00:16:07   1.21  000000000000000000001111
20-Feb-87 00:17:06   1.60  00000000000000000000111111111111
20-Feb-87 00:18:06   1.32  00000000000000000000111111
20-Feb-87 00:19:05   1.83  0000000000000000000011111111111111111
20-Feb-87 00:20:05   1.17  00000000000000000000111
20-Feb-87 00:21:04   1.58  00000000000000000000111111111111
20-Feb-87 00:22:03   0.84  00000000000000000
20-Feb-87 00:23:03   0.52  0000000000
20-Feb-87 00:24:02   0.61  000000000000
20-Feb-87 00:25:01   2.30  0000000000000000000011111111111111111111222222
20-Feb-87 00:26:01   1.70  0000000000000000000011111111111111
20-Feb-87 00:27:00   1.78  000000000000000000001111111111111111
20-Feb-87 00:27:59   1.21  000000000000000000001111
20-Feb-87 00:28:59   0.80  0000000000000000
20-Feb-87 00:29:58   0.67  0000000000000
20-Feb-87 00:30:58   0.69  00000000000000
20-Feb-87 00:31:57   0.49  0000000000
20-Feb-87 00:32:56   0.29  000000
20-Feb-87 00:33:56   0.25  00000
20-Feb-87 00:34:55   0.34  0000000
20-Feb-87 00:35:55   0.30  000000
20-Feb-87 00:36:54   0.32  000000
20-Feb-87 00:37:53   0.48  0000000000
20-Feb-87 00:38:53   0.53  00000000000
